,Title,Detail,new
597,[인천서구] 2021년 반딧불가족문화축제 <미션!반딧불백일장>﻿ 안내,"♥5월 가정의 달♥을 맞이하여 2021년 반딧불가족문화축제<미션!반딧불백일장>이 진행됩니다.
♥ 대상 : 서구 거주 2인 이상 30가족
♥ 일시 : 2021년 5월 22일 토요일 13:00~18:00
(10분 간격으로 1가족씩만 진행)
13시~13시 50분
14시~14시 50분
15시~15시 50분
16시~16시 50분
17시~17시 50분
6가족
6가족
6가족
6가족
6가족
♥ 장소 : 인천서구건강가정다문화가족지원센터 주차장, 공촌천, 갈매공원
♥ 내용 : 야외 게임 미션 통과 후 재료를 획득하여 N행시 백일장을 완성하라!
< 제시어 - 건강가정, 가족사랑 >
열심히 참여한 가족에게는 푸짐한 선물이 주어집니다^^
♥ 신청방법 : 전화 신청(032-569-1562) 후 문자로 전송받은 신청서URL에 들어가 신청서 작성
*참고*
1. 본 프로그램은 가족 단위 참여 프로그램입니다.
2. 본 프로그램은 오프라인으로 진행됩니다. 거리두기 단계 격상 시 비대면 프로그램으로 전환됩니다.
3. 전화 신청 후 신청서 작성을 완료하여야 신청 완료됩니다.
4. 백일장 참여 시 개인 재료 활용은 불가합니다.
5. 차량 이용 시 센터 주차장 이용 불가하오니 주변 주차장이나 대중교통 이용을 권장합니다.
*자세한 사항은 센터 홈페이지와 아래 홍보지를 참고해주시기 바랍니다.*
https://icseogu.familynet.or.kr/center/lay1/program/S295T322C324/receipt/view.do?seq=121735
인천서구 건강가정·다문화가족지원센터
가족상담 및 교육, 문화 프로그램 실시 등 안내
icseogu.familynet.or.kr
문의☎ 가족사업팀 032-569-1562","[인천서구] 2021년 반딧불가족문화축제 <미션!반딧불백일장>﻿ 안내 ♥5월 가정의 달♥을 맞이하여 2021년 반딧불가족문화축제<미션!반딧불백일장>이 진행됩니다.
♥ 대상 : 서구 거주 2인 이상 30가족
♥ 일시 : 2021년 5월 22일 토요일 13:00~18:00
(10분 간격으로 1가족씩만 진행)
13시~13시 50분
14시~14시 50분
15시~15시 50분
16시~16시 50분
17시~17시 50분
6가족
6가족
6가족
6가족
6가족
♥ 장소 : 인천서구건강가정다문화가족지원센터 주차장, 공촌천, 갈매공원
♥ 내용 : 야외 게임 미션 통과 후 재료를 획득하여 N행시 백일장을 완성하라!
< 제시어 - 건강가정, 가족사랑 >
열심히 참여한 가족에게는 푸짐한 선물이 주어집니다^^
♥ 신청방법 : 전화 신청(032-569-1562) 후 문자로 전송받은 신청서URL에 들어가 신청서 작성
*참고*
1. 본 프로그램은 가족 단위 참여 프로그램입니다.
2. 본 프로그램은 오프라인으로 진행됩니다. 거리두기 단계 격상 시 비대면 프로그램으로 전환됩니다.
3. 전화 신청 후 신청서 작성을 완료하여야 신청 완료됩니다.
4. 백일장 참여 시 개인 재료 활용은 불가합니다.
5. 차량 이용 시 센터 주차장 이용 불가하오니 주변 주차장이나 대중교통 이용을 권장합니다.
*자세한 사항은 센터 홈페이지와 아래 홍보지를 참고해주시기 바랍니다.*
https://icseogu.familynet.or.kr/center/lay1/program/S295T322C324/receipt/view.do?seq=121735
인천서구 건강가정·다문화가족지원센터
가족상담 및 교육, 문화 프로그램 실시 등 안내
icseogu.familynet.or.kr
문의☎ 가족사업팀 032-569-1562"
598,미추홀구에서 온라인 가족축제하네요~미추홀트롯 도전해보세요~,,미추홀구에서 온라인 가족축제하네요~미추홀트롯 도전해보세요~ 
599,안면도 튤립축제~,"안면도에서 세계튤립꽃박랍회 개최하고 있다고 해요!
4/14~5/10 까지라고 하네요.
작년에 가려고 했는데 코로나가 극심할때라(지금도 별반차이없지만ㅜ) 그래도 오늘해는
꽃구경 실컷 할 수 있어서 다행이에요ㅎ","안면도 튤립축제~ 안면도에서 세계튤립꽃박랍회 개최하고 있다고 해요!
4/14~5/10 까지라고 하네요.
작년에 가려고 했는데 코로나가 극심할때라(지금도 별반차이없지만ㅜ) 그래도 오늘해는
꽃구경 실컷 할 수 있어서 다행이에요ㅎ"
600,축제에서 산지직송 배송으로 맛있는 쪽파김치를 받아보세요!,"[글 작성시 주의사항]
★ 우리카페 회원중 본인 또는 가족이 직접 생산을 하는 경우 (단, 유통업자 제외)
★ 무통장입금 거래 불가 (안전거래를 위해 현금 거래는 허용하지 않아요!)
★ 네이버 스토어팜 거래만 가능 (스토어팜은 사업자가 없는 개인도 만들 수 있어요!)
** 일주일에 1회 등록이 가능합니다 **
1. 매장명 : 산지투잇
2. 스토어팜 링크 : https://smartstore.naver.com/bbackpd/products/5477141876
아산맑은 도고쪽파 축제 쪽파김치 : 산지투잇
[산지투잇] 안녕하세요 산지투잇입니다. 1인방송을 통해 산지의 생산물들을 직거래 합니다.
smartstore.naver.com
3. 간단한 소개(사진첨부하면 더 좋아요) :
축제에서 바로 보내주는 아산맑음 도고쪽파 축제 쪽파 김치!","축제에서 산지직송 배송으로 맛있는 쪽파김치를 받아보세요! [글 작성시 주의사항]
★ 우리카페 회원중 본인 또는 가족이 직접 생산을 하는 경우 (단, 유통업자 제외)
★ 무통장입금 거래 불가 (안전거래를 위해 현금 거래는 허용하지 않아요!)
★ 네이버 스토어팜 거래만 가능 (스토어팜은 사업자가 없는 개인도 만들 수 있어요!)
** 일주일에 1회 등록이 가능합니다 **
1. 매장명 : 산지투잇
2. 스토어팜 링크 : https://smartstore.naver.com/bbackpd/products/5477141876
아산맑은 도고쪽파 축제 쪽파김치 : 산지투잇
[산지투잇] 안녕하세요 산지투잇입니다. 1인방송을 통해 산지의 생산물들을 직거래 합니다.
smartstore.naver.com
3. 간단한 소개(사진첨부하면 더 좋아요) :
축제에서 바로 보내주는 아산맑음 도고쪽파 축제 쪽파 김치!"
601,수박 온라인 축제한다고 이벤트 하네요~,"내일부터 수박온라인 축제한다고 이벤트를 진행한데요~
함안수박 온라인 축제라고 치니깐 재미난 이벤트 많이 합니다 공유해요~
http://www.hamanfestival.com/default/
제27회 함안수박 온라인 축제
대한민국 대표 고당도 겨울수박! 함안수박과 함께 펼쳐지는 제2회 대한민국 수박축제 및 제27회 함안수박 온라인 축제
www.hamanfestival.com
유튜브 왠열~ 대박 펜트하우스 패러디로 수박 홍보영상도 재미지네요~
https://www.youtube.com/watch?v=S1XHoeNUby0","수박 온라인 축제한다고 이벤트 하네요~ 내일부터 수박온라인 축제한다고 이벤트를 진행한데요~
함안수박 온라인 축제라고 치니깐 재미난 이벤트 많이 합니다 공유해요~
http://www.hamanfestival.com/default/
제27회 함안수박 온라인 축제
대한민국 대표 고당도 겨울수박! 함안수박과 함께 펼쳐지는 제2회 대한민국 수박축제 및 제27회 함안수박 온라인 축제
www.hamanfestival.com
유튜브 왠열~ 대박 펜트하우스 패러디로 수박 홍보영상도 재미지네요~
https://www.youtube.com/watch?v=S1XHoeNUby0"
602,여수 불꽃축제,"여수 맘님들~ 만약에 올해 불꽃 축제한다면
불꽃 잘보이는 명당 호텔 추천 바래요~~","여수 불꽃축제 여수 맘님들~ 만약에 올해 불꽃 축제한다면
불꽃 잘보이는 명당 호텔 추천 바래요~~"
603,아산맑은 도고쪽파 축제 쪽파김치 드셔보세요!!,"[글 작성시 주의사항]
★ 우리카페 회원중 본인 또는 가족이 직접 생산을 하는 경우 (단, 유통업자 제외)
★ 무통장입금 거래 불가 (안전거래를 위해 현금 거래는 허용하지 않아요!)
★ 네이버 스토어팜 거래만 가능 (스토어팜은 사업자가 없는 개인도 만들 수 있어요!)
** 일주일에 1회 등록이 가능합니다 **
1. 매장명 : 산지투잇
2. 스토어팜 링크 : https://smartstore.naver.com/bbackpd/products/5477141876
3. 간단한 소개(사진첨부하면 더 좋아요) :","아산맑은 도고쪽파 축제 쪽파김치 드셔보세요!! [글 작성시 주의사항]
★ 우리카페 회원중 본인 또는 가족이 직접 생산을 하는 경우 (단, 유통업자 제외)
★ 무통장입금 거래 불가 (안전거래를 위해 현금 거래는 허용하지 않아요!)
★ 네이버 스토어팜 거래만 가능 (스토어팜은 사업자가 없는 개인도 만들 수 있어요!)
** 일주일에 1회 등록이 가능합니다 **
1. 매장명 : 산지투잇
2. 스토어팜 링크 : https://smartstore.naver.com/bbackpd/products/5477141876
3. 간단한 소개(사진첨부하면 더 좋아요) :"
604,여의도 벚꽃 축제 당첨되신분~~,"여의도 벚꽃 추첨제가 4월 1일부터 시작됬는데,
혹시 이거 당첨 되신 분 있으세요ㅠㅠ?
되긴 되는건지.....","여의도 벚꽃 축제 당첨되신분~~ 여의도 벚꽃 추첨제가 4월 1일부터 시작됬는데,
혹시 이거 당첨 되신 분 있으세요ㅠㅠ?
되긴 되는건지....."
605,두딸 엄마가 준비한 온라인 축제 소개합니다,"5.6살 연년생 딸을 둔 직장맘입니다. 지난해부터 준비한 축제가 드디어 이번주 수요일 개최하게되어 참여를 부탁드립니다.
다들 요즘 퇴근하고 뭐하세요?
대전 대덕구에서 다음주 수요일 4월 7일부터 10일까지 안방에서 즐길 수 있는 🌸2021 온라인 대청호대덕뮤직페스티벌을 개최한다고해요.
매일 저녁 7시부터 10시까지 김필,적재, 10cm 등 멋진 뮤지션 11인을 한 무대에서 만날 수 있는 기회입니다. 🌸
또, 오후 한시에는 대전지역 뮤지션들의 랜선공연을 감상할 수 있고, 마지막 날인 토요일에는 전국청소년가요제가 열린다고 합니다.
이번 축제는 대덕구 공식 유튜브 덕구티이비, 대전MBC 유튜브에서 실시간으로 즐길 수 있대요. 😀
[일자별 유튜브 관람 링크]
■ 4.7.(수) : https://youtu.be/OL-MTPQQ26s
■ 4.8.(목) : https://youtu.be/xiI-l98K59c
■ 4.9.(금) : https://youtu.be/Bk1ZJrzE9OQ
■ zoom 참여 링크 : https://us02web.zoom.us/j/2113439361?pwd=aW1ZT0piS2ZvZzlqRG1hOFEyQXlvQT09
- 회의 ID: 211 343 9361
- 암호: 7n9R9Y
자세한 축제소식은 축제전용홈페이지(www.대청호대덕뮤직페스티벌.com)에서 확인가능하다고해요.
모두 본방 사수 가즈아-!!","두딸 엄마가 준비한 온라인 축제 소개합니다 5.6살 연년생 딸을 둔 직장맘입니다. 지난해부터 준비한 축제가 드디어 이번주 수요일 개최하게되어 참여를 부탁드립니다.
다들 요즘 퇴근하고 뭐하세요?
대전 대덕구에서 다음주 수요일 4월 7일부터 10일까지 안방에서 즐길 수 있는 🌸2021 온라인 대청호대덕뮤직페스티벌을 개최한다고해요.
매일 저녁 7시부터 10시까지 김필,적재, 10cm 등 멋진 뮤지션 11인을 한 무대에서 만날 수 있는 기회입니다. 🌸
또, 오후 한시에는 대전지역 뮤지션들의 랜선공연을 감상할 수 있고, 마지막 날인 토요일에는 전국청소년가요제가 열린다고 합니다.
이번 축제는 대덕구 공식 유튜브 덕구티이비, 대전MBC 유튜브에서 실시간으로 즐길 수 있대요. 😀
[일자별 유튜브 관람 링크]
■ 4.7.(수) : https://youtu.be/OL-MTPQQ26s
■ 4.8.(목) : https://youtu.be/xiI-l98K59c
■ 4.9.(금) : https://youtu.be/Bk1ZJrzE9OQ
■ zoom 참여 링크 : https://us02web.zoom.us/j/2113439361?pwd=aW1ZT0piS2ZvZzlqRG1hOFEyQXlvQT09
- 회의 ID: 211 343 9361
- 암호: 7n9R9Y
자세한 축제소식은 축제전용홈페이지(www.대청호대덕뮤직페스티벌.com)에서 확인가능하다고해요.
모두 본방 사수 가즈아-!!"
606,여의도 벚꽃축제..,"신청해서 당첨?되야 갈수있다던데..
그렇게해서라도 꼭 가야하는 걸까요ㅠㅠ
물론 각자의 사정이 있지만..
이런 현실이 너무 싫으네요ㅠㅠ","여의도 벚꽃축제.. 신청해서 당첨?되야 갈수있다던데..
그렇게해서라도 꼭 가야하는 걸까요ㅠㅠ
물론 각자의 사정이 있지만..
이런 현실이 너무 싫으네요ㅠㅠ"
607,경주 벚꽃축제,"올해 열리나요 .
보러가고싶은데
축제하면 사람들이 너무많이 몰리니까
터미널 맞은편 벚꽃들 요즘 많이 피었나요~
보고싶네요","경주 벚꽃축제 올해 열리나요 .
보러가고싶은데
축제하면 사람들이 너무많이 몰리니까
터미널 맞은편 벚꽃들 요즘 많이 피었나요~
보고싶네요"
608,"영등포구, 온라인 벚꽃축제를 한대요!","라디오를 듣다가 우연히 벚꽃 축제에 대해 이야기가 나오더라구요~
그래서 어. 코로나 시국에 벚꽃축제..? 라고 귀기울이면서 들었는데, 영등포구에서 여의도에서 하는 큰 벚꽃축제도
온라인 랜선으로 시작하구
오프라인은 신청하여 당첨된 분들만 볼 수있게 장을 마련한다고 하더라구요! 시간차마다 입장할 수 있는 사람들을 정해놓구요!
그래서 획기적인 생각이긴 하다라는 마음과 한편으로는,
그냥 축제말고 지나가다가 보는 벚꽃으로 만족해야겠다! 라는 생각이 들었습니다! ㅎㅎ
그래도, 혹시나 축제를 가보고 싶은데 조금더 안전(?)하게 즐기고 싶으신 분들은
4월 1일부터인가, 신청 접수를 받는다고 합니당!(주소를 제가 정확히 못들었어요 ㅠㅠ 여의도 벚꽃 온라인 랜선축제.. 뭐 이렇게 치면 나오지 않을까요?)
저는 그냥 거리에 피는 꽃들을 보며 대리만족할랍니다!!","영등포구, 온라인 벚꽃축제를 한대요! 라디오를 듣다가 우연히 벚꽃 축제에 대해 이야기가 나오더라구요~
그래서 어. 코로나 시국에 벚꽃축제..? 라고 귀기울이면서 들었는데, 영등포구에서 여의도에서 하는 큰 벚꽃축제도
온라인 랜선으로 시작하구
오프라인은 신청하여 당첨된 분들만 볼 수있게 장을 마련한다고 하더라구요! 시간차마다 입장할 수 있는 사람들을 정해놓구요!
그래서 획기적인 생각이긴 하다라는 마음과 한편으로는,
그냥 축제말고 지나가다가 보는 벚꽃으로 만족해야겠다! 라는 생각이 들었습니다! ㅎㅎ
그래도, 혹시나 축제를 가보고 싶은데 조금더 안전(?)하게 즐기고 싶으신 분들은
4월 1일부터인가, 신청 접수를 받는다고 합니당!(주소를 제가 정확히 못들었어요 ㅠㅠ 여의도 벚꽃 온라인 랜선축제.. 뭐 이렇게 치면 나오지 않을까요?)
저는 그냥 거리에 피는 꽃들을 보며 대리만족할랍니다!!"
609,축제였을 기간인데..코로나 덕분에..ㅡㅜ,"윗쪽지방엔
요거 거의 안드시죠?
남쪽에 주산지가 있어서
남쪽엔 해물찜 처럼
콩나물 넣고 미더덕찜을 해먹는답니다~
생물은 멍게향기랑 비슷해요~
어제 양식하는 동네 바닷가에 가서
사왔는데요..엄청 싱싱해요~
쪼금만 더 내륙쪽으로 가도
너무 비싸져서 잘 안먹는다더라고요
내일은 바지락이랑 미더덕 넣고 쑥국 끓여보려고용~
봄에 남쪽 여행 오시게되면
꼭 한번 드셔보세요~~~^^","축제였을 기간인데..코로나 덕분에..ㅡㅜ 윗쪽지방엔
요거 거의 안드시죠?
남쪽에 주산지가 있어서
남쪽엔 해물찜 처럼
콩나물 넣고 미더덕찜을 해먹는답니다~
생물은 멍게향기랑 비슷해요~
어제 양식하는 동네 바닷가에 가서
사왔는데요..엄청 싱싱해요~
쪼금만 더 내륙쪽으로 가도
너무 비싸져서 잘 안먹는다더라고요
내일은 바지락이랑 미더덕 넣고 쑥국 끓여보려고용~
봄에 남쪽 여행 오시게되면
꼭 한번 드셔보세요~~~^^"
610,2021 영암왕인문화축제 하는 거 보셨나요?,"확실히 봄이 되니까 여기저기서 축제들도 많이 시작되는 거 같아요
그 중에서도 2021 온라인 영암왕인문화축제가 집에서도 안전하게 즐길 수 있는 축제라 괜찮아 보이더라구요~
아이랑 함께 참여할 수 있는 왕인키트나 집콕챌린지부터 퀴즈열전, 푸드쇼, 사진공모전 등등 이것저것 많길래
저도 할 수 있는 건 참여해 보려구요 ㅎㅎ 상품 금액도 꽤나 생각보다 높은 건 안비밀 ㅋㅋㅋㅋㅋ
관심 있으신 맘님들도 아이들이랑 추억도 쌓을 겸 함 참여해보셔요 ^^
http://wanginfesta.com/html/main.php","2021 영암왕인문화축제 하는 거 보셨나요? 확실히 봄이 되니까 여기저기서 축제들도 많이 시작되는 거 같아요
그 중에서도 2021 온라인 영암왕인문화축제가 집에서도 안전하게 즐길 수 있는 축제라 괜찮아 보이더라구요~
아이랑 함께 참여할 수 있는 왕인키트나 집콕챌린지부터 퀴즈열전, 푸드쇼, 사진공모전 등등 이것저것 많길래
저도 할 수 있는 건 참여해 보려구요 ㅎㅎ 상품 금액도 꽤나 생각보다 높은 건 안비밀 ㅋㅋㅋㅋㅋ
관심 있으신 맘님들도 아이들이랑 추억도 쌓을 겸 함 참여해보셔요 ^^
http://wanginfesta.com/html/main.php"
